CIAP2|CIE9|DESCRIPTOR
D98|575.9|OTRA ENFERMEDAD DE LA VESICULA BILIAR
D98|576.1|COLANGITIS
D98|576.9|OTRA ENFERMEDAD DE LAS VIAS BILIARES
D99|557.0|ENFERMEDAD VASCULAR MESENTERICA
D99|558.2|GASTROENTEROPATIA TOXICA
D99|558.9|COLITIS NO INFECCIOSA
D99|558.9|GASTROENTERITIS NO INFECCIOSA
D99|558.9|GASTROENTEROPATIA ALERGICA
D99|558.9|GASTROENTEROPATIA DIETETICA
D99|560.0|INVAGINACION INTESTINAL
D99|560.1|ILEO PARALITICO
D99|560.2|VOLVULO INTESTINAL
D99|560.9|OBSTRUCCION INTESTINAL
D99|564.2|SINDROME DE VACIAMIENTO RAPIDO EN GASTRECTOMIZADO
D99|564.2|SINDROME POSTCIRUGIA GASTRICA
D99|564.7|MEGACOLON SECUNDARIO
D99|567.9|PERITONITIS
D99|568.0|ADHERENCIAS ABDOMINALES
D99|568.9|OTRA ALTERACION DEL PERITONEO
D99|569.9|OTRA ALTERACION INTESTINAL
D99|577.0|PANCREATITIS AGUDA
D99|577.1|PANCREATITIS CRONICA
D99|577.2|QUISTE DEL PANCREAS
D99|577.9|OTRA ENFERMEDAD PANCREATICA, PANCREAS
D99|579.0|ESPRUE
D99|579.0|INTOLERANCIA AL GLUTEN, CELIAQUIA, CELIACA
D99|579.3|SINDROME POSTCIRUGIA INTESTINAL
D99|579.8|INTOLERANCIA PROTEINAS LECHE DE VACA
D99|579.9|SINDROME DE MALABSORCION INTESTINAL
F01|379.91|DOLOR OCULAR, OJO NE
F02|379.93|OJO ROJO
F02|379.99|OJO INFLAMADO
F03|375.21|LAGRIMEO, EPIFORA, OJO LLOROSO
F03|379.93|SECRECION OCULAR
F03|379.93|SECRECION OCULAR PURULENTA
F04|379.24|MANCHA/PUNTO FIJO EN EL CAMPO VISUAL, OJO
F04|379.24|MANCHA/PUNTO FLOTANTE, OJO
F04|379.24|MOSCAS VOLANTES, FLOTANTES, OJO
F05|367.9|DIFICULTAD PARA LEER, PROBLEMA VISUAL
F05|368.12|CEGUERA TEMPORAL NE
F05|368.13|FOTOFOBIA
F05|368.2|DIPLOPIA
F05|368.44|ESCOTOMA VISUAL, OJO
F05|368.8|DESLUMBRAMIENTO OCULAR
F05|368.8|OTRO PROBLEMA VISUAL, OJO
F05|368.8|PROBLEMA VISION NE
F05|368.8|VISION BORROSA
F13|375.15|OJO SECO, PICOR, ARDOR
F13|379.99|SENSACION ANORMAL EN OJO/S
F14|379.50|NISTAGMO, NISTAGMUS
F14|379.59|MOVIMIENTO/S INVOLUNTARIO/S ANORMAL/ES OJO, ANORMAL
F15|374.82|OJO/S HINCHADO/S
F16|374.30|PTOSIS PALPEBRAL
F16|374.89|SIGNO/SINTOMA PARPADO
F17|95.09|SIGNO/SINTOMA EN RELACION CON GAFAS
F18|371.82|SIGNO/SINTOMA EN RELACION CON LENTES DE CONTACTO, LENTILLAS
F28|369.61|CEGUERA DE UN OJO
F28|379.99|INCAPACIDAD/MINUSVALIA ATRIBUIBLE A OJO/S Y ANEJOS
F28|379.99|INCAPACIDAD/MINUSVALIA POR UN PROBLEMA OCULAR
F29|379.99|OTRO SIGNO/SINTOMA OCULAR, OJO
F70|372.00|CONJUNTIVITIS INFECCIOSA BACTERIANA
F70|372.00|CONJUNTIVITIS INFECCIOSA NE
F70|372.00|CONJUNTIVITIS INFECCIOSA VIRAL
F70|372.00|FARINGOCONJUNTIVITIS VIRAL
F71|372.05|CONJUNTIVITIS ALERGICA CON RINORREA
F71|372.05|CONJUNTIVITIS ALERGICA SIN RINORREA
F71|372.05|RINOCONJUNTIVITIS ALERGICA
F72|373.00|BLEFARITIS
F72|373.11|ORZUELO
F72|373.2|CHALACION
F72|373.2|QUISTE DE MEIBOMIO
F72|373.2|QUISTE TARSAL
F72|373.5|INFECCION DE PARPADO/S
F72|373.9|DERMATITIS DEL PARPADO/S
F72|373.9|DERMATOSIS DEL PARPADO/S
F73|054.41|HERPES SIMPLE OCULAR, SIN ULCERACION CORNEAL
F73|364.3|IRIDOCICLITIS
F73|364.3|IRITIS
F73|370.9|QUERATITIS
F73|375.30|DACRIOCISTITIS
F73|376.00|INFLAMACION ORBITA OCULAR
F73|376.00|OTRA INFECCION/INFLAMACION OJO
F74|190.9|NEOPLASIA M ANEJOS OCULARES
F74|190.9|NEOPLASIA M OJO
F74|224.9|NEOPLASIA BENIGNA ANEJOS OCULARES
F74|224.9|NEOPLASIA BENIGNA OJO
F74|224.9|NEOPLASIA INESPECIFICA ANEJOS OCULARES
F74|224.9|NEOPLASIA INESPECIFICA OJO
F75|364.41|HIPEMA
F75|372.72|HEMORRAGIA SUBCONJUNTIVAL, OJO
F75|921.9|CONTUSION ANEJOS OCULARES
F75|921.9|CONTUSION OCULAR, OJO
F75|921.9|EQUIMOSIS PARPADO/S
F75|921.9|HEMATOMA OCULAR
F75|921.9|HEMORRAGIA ANEJOS OCULARES
F76|930.9|CUERPO EXTRAÑO EN EL OJO
F79|370.24|CEGUERA POR NIEVE
F79|370.24|CONJUNTIVITIS POR DESLUMBRAMIENTO
F79|918.1|ABRASION CORNEAL
F79|921.9|OTRA LESION OCULAR, OJO
F82|361.9|DESPRENDIMIENTO DE RETINA
F83|362.01|RETINOPATIA DIABETICA
F83|362.11|RETINOPATIA HIPERTENSIVA
F83|362.9|OTRA RETINOPATIA
F84|362.50|DEGENERACION MACULAR, DE LA MACULA
F85|054.40|HERPES SIMPLE OCULAR
F85|054.42|ULCERA CORNEAL POR HERPES
F85|054.42|ULCERA DENDRITICA
F85|370.00|ULCERA CORNEAL
F85|370.9|QUERATITIS VIRAL
F86|076.9|TRACOMA
F91|367.0|HIPERMETROPIA
F91|367.1|MIOPIA
F91|367.20|ASTIGMATISMO
F91|367.4|PRESBICIA, VISTA CANSADA
F91|367.9|ALTERACION REFRACCION
F92|366.9|CATARATA
F93|365.9|AUMENTO PRESION INTRAOCULAR
F93|365.9|GLAUCOMA
F94|369.00|CEGUERA COMPLETA AMBOS OJOS
F94|369.20|CEGUERA PARCIAL DE AMBOS OJOS
F94|369.9|CEGUERA/REDUCCION DE LA AGUDEZA VISUAL
F94|369.9|DEFICIT VISUAL
F95|378.9|BIZQUEO
F95|378.9|ESTRABISMO
F99|362.13|ARTERIOSCLEROSIS RETINIANA
F99|362.30|EMBOLIA/ARTERIOSCLEROSIS OFTALMICA
F99|366.9|OPACIDAD CORNEAL
F99|368.00|AMBLIOPIA
F99|368.59|CEGUERA A LOS COLORES
F99|368.60|CEGUERA NOCTURNA
F99|372.40|PTERIGION
F99|374.00|ENTROPION
F99|374.10|ECTROPION
F99|376.30|EXOFTALMOS
F99|376.9|ENFERMEDAD DE LA ORBITA OCULAR
F99|377.00|PAPILEDEMA
F99|379.00|EPISCLERITIS
F99|379.03|ESCLERITIS
F99|379.99|OTRA ENFERMEDAD DEL OJO/ANEJOS OCULARES
H01|388.70|DOLOR DE OIDO/OREJA/MASTOIDE, OTALGIA
H02|388.70|SIGNO/SINTOMA AUDITIVO
H02|389.9|DEFICIT AUDITIVO
H02|389.9|OIDO, DISMINUCION AUDICION, HIPOACUSIA
H03|388.30|ZUMBIDO/PITIDO/TINNITUS/ACUFENOS/ECO/RUIDO OIDO
H03|388.40|AUTOFONIA
H04|388.60|OTORREA, SECRECION POR EL OIDO
H05|388.69|OTORRAGIA, SANGRE EN/DEL OIDO, SECRECION
H13|388.40|BLOQUEO AUDITIVO
H13|388.40|OIDO, SENSACION DE TAPONAMIENTO
H28|389.9|INCAPACIDAD/MINUSVALIA ATRIBUIBLE A APARATO AUDITIVO
H28|389.9|SORDERA TEMPORAL
H28|389.9|SORDERA UNILATERAL
H29|388.9|OTRO SIGNO/SINTOMA DEL OIDO/OREJA
H29|698.9|OIDO PICOR, PRURITO
H70|380.10|FORUNCULO, ABSCESO MEATO AUDITIVO
H70|380.10|OTITIS EXTERNA
H70|380.12|OIDO NADADOR
H70|380.22|DERMATITIS EN EL MEATO AUDITIVO
H70|380.22|ECCEMA MEATO AUDITIVO
H71|382.01|OTITIS MEDIA AGUDA CON PERFORACION DEL TIMPANO
H71|382.9|OTITIS MEDIA AGUDA NE
H71|382.9|OTITIS MEDIA AGUDA SUPURADA, SUPURATIVA
H71|382.9|OTITIS MEDIA/MIRINGITIS AGUDA
H71|384.00|TIMPANITIS AGUDA
H72|382.9|OTITIS MEDIA CON EFUSION (OME)
H72|382.9|OTITIS MEDIA SEROSA
H73|381.51|SALPINGITIS, TUBARITIS TROMPA DE EUSTAQUIO, CATARRO
H73|381.60|BLOQUEO TROMPA EUSTAQUIO
H73|381.81|DISFUNCION TROMPA EUSTAQUIO
H74|382.9|OTITIS MEDIA CRONICA
H74|382.9|OTITIS MEDIA CRONICA CON PERFORACION DEL TIMPANO
H74|382.9|OTITIS MEDIA CRONICA SUPURATIVA
H74|383.9|MASTOIDITIS CRONICA
H74|385.30|COLESTEATOMA
H75|160.1|NEOPLASIA M APARATO AUDITIVO
H75|212.0|NEOPLASIA BENIGNA APARATO AUDITIVO
H75|212.0|NEOPLASIA INESPECIFICA APARATO AUDITIVO
H76|931|CUERPO EXTRAÑO EN EL OIDO
H77|384.20|LESION DEL TIMPANO
H77|384.20|OTRA PERFORACION DEL TIMPANO
H78|872.01|LESION DEL MEATO AUDITIVO EXTERNO
H78|872.01|LESION EN EL PABELLON AURICULAR, OREJA RASGADA, DESGARRO
H78|872.01|LESION SUPERFICIAL DEL OIDO/OREJA
H79|384.20|OTRA LESION DEL APARATO AUDITIVO, OIDO
H79|384.20|PERFORACION TIMPANO, ROTURA TRAUMATICA/POR PRESION
H81|380.4|CERA EXCESIVA EN EL CONDUCTO AUDITIVO, TAPON DE CERUMEN
H82|386.00|ENFERMEDAD DE MENIERE
H82|386.00|SINDROME DE MENIERE
H82|386.12|NEURONITIS VESTIBULAR
H82|386.30|LABERINTITIS
H82|386.9|ALTERACION DEL LABERINTO
H82|386.9|OTRA ALTERACION DEL APARATO VESTIBULAR
H82|386.9|SINDROME VERTIGINOSO
H82|386.9|VERTIGO POSICIONAL PAROXISTICO BENIGNO
H83|387.9|OTOSCLEROSIS
H84|389.8|PRESBIACUSIA, SORDERA DEBIDA A ENVEJECIMIENTO
H85|388.11|SORDERA INDUCIDA POR RUIDO, TRAUMA ACUSTICO
H86|389.7|SORDOMUDEZ
H86|389.9|SORDERA BILATERAL COMPLETA
H86|389.9|SORDERA BILATERAL PARCIAL
H86|389.9|SORDERA INESPECIFICA
H99|385.30|POLIPO OIDO MEDIO
H99|388.9|OTRA ENFERMEDAD DEL OIDO/APARATO AUDITIVO
K01|786.51|DOLOR CARDIACO, ATRIBUIDO AL CORAZON
K01|786.51|DOLOR PRECORDIAL
K02|786.52|OPRESION/PRESION CARDIACA
K03|786.52|DOLOR CARDIOVASCULAR NE
K04|785.0|TAQUICARDIA
K04|785.1|PALPITACIONES, PERCEPCION DEL LATIDO CARDIACO
K05|785.3|OTRA IRREGULARIDAD RITMO CARDIACO, LATIDO
K06|448.1|NEVUS EN ARAÑA
K06|459.89|VENAS INGURGITADAS, PROMINENTES
K07|782.3|PIERNA/S HINCHADA/S, RETENCION LIQUIDO
K07|782.3|TOBILLO/S, PIE/S HINCHADO/S, EDEMATOSO/S, EDEMA
K22|277.9|SINDROME METABOLICO
K22|89.59|ANTECEDENTE FAMILIAR, ENFERMEDAD CARDIOVASCULAR
K22|89.59|OTRO FACTOR DE RIESGO PARA ENFERMEDAD CARDIOVASCULAR
K22|89.59|SEDENTARISMO
K28|429.2|INCAPACIDAD/MINUSVALIA POR ENFERMEDAD CARDIOVASCULAR
K28|37.5|TRASPLANTE CORAZON (TRANSPLANTE)
K29|429.2|OTRO SIGNO/SINTOMA PROBLEMA CARDIOVASCULAR, CORAZON
K29|458.9|CIFRAS BAJAS DE TENSION ARTERIAL, HIPOTENSION
K29|459.9|PROBLEMA CIRCULACION SANGUINEA NE, MALA
K70|420.90|PERICARDITIS NO REUMATICA
K70|421.0|ENDOCARDITIS BACTERIANA
K70|421.9|ENDOCARDITIS AGUDA
K70|421.9|ENDOCARDITIS SUBAGUDA
K70|422.90|MIOCARDITIS
K70|429.89|ENFERMEDAD INFECCIOSA CARDIOVASCULAR
K71|391.0|PERICARDITIS REUMATICA
K71|391.9|FIEBRE REUMATICA/ENFERMEDAD REUMATICA CARDIACA
K71|392.9|COREA DE SYDENHAM
K71|394.0|ESTENOSIS MITRAL REUMATICA
K71|397.9|ENFERMEDAD VALVULAR, VALVULOPATIA REUMATICA
K72|164.1|NEOPLASIA M CARDIOVASCULAR
K72|212.7|NEOPLASIA BENIGNA CARDIOVASCULAR
K72|212.7|NEOPLASIA INESPECIFICA CARDIOVASCULAR
K73|745.0|TRONCO ARTERIOSO COMUN
K73|745.10|TRANSPOSICION DE GRANDES VASOS
K73|745.2|TETRALOGIA DE FALLOT
K73|745.3|DEFECTO SEPTAL VENTRICULAR, VENTRICULO
K73|745.5|COMUNICACION INTERAURICULAR (CIA)
K73|745.5|DEFECTO SEPTAL AURICULAR, AURICULA
K73|746.1|ATRESIA Y ESTENOSIS VALVULA TRICUSPIDE, CONGENITA
K73|746.3|ESTENOSIS CONGENITA VALVULA AORTICA
K73|746.4|INSUFICIENCIA CONGENITA VALVULA AORTICA
K73|746.5|ESTENOSIS MITRAL CONGENITA
K73|746.6|INSUFICIENCIA MITRAL CONGENITA
K73|746.7|SINDROME DE CORAZON IZQUIERDO HIPOPLASICO
K73|746.9|ANOMALIA CONGENITA CARDIOVASCULAR
K73|747.0|CONDUCTO, DUCTUS ARTERIOSO PERSISTENTE
K73|747.10|COARTACION AORTICA
K73|747.3|ESTENOSIS PULMONAR CONGENITA
K73|747.9|ANOMALIA CONGENITA DE VASOS
K74|411.1|ANGINA INESTABLE
K74|411.1|ARTERIOSCLEROSIS CORONARIA CON ANGINA
K74|411.1|CARDIOPATIA ISQUEMICA CON ANGINA
K74|411.1|ISQUEMIA CARDIACA CON ANGINA (INC. INFARTO IAM ANTIGUO)
K74|411.1|ISQUEMIA MIOCARDICA CRONICA CON ANGINA
K74|411.89|INSUFICIENCIA CORONARIA CON ANGINA
K74|413.9|ANGINA CON ESPASMO
K74|413.9|ANGINA DE ESFUERZO
K74|413.9|ANGOR PECTORIS, ANGINA DE PECHO
K74|786.52|DOLOR ISQUEMICO CARDIACO
K75|410.90|INFARTO AGUDO DE MIOCARDIO, IAM (HASTA DIA 28 DESDE INICIO)
K76|411.89|CARDIOPATIA ISQUEMICA SIN ANGINA
K76|411.89|ENFERMEDAD CARDIACA ARTERIOESCLEROTICA
K76|411.89|ENFERMEDAD CARDIACA ISQUEMICA CRONICA SIN ANGINA
K76|411.89|ISQUEMIA CARDIACA SIN ANGINA (INC. INFARTO IAM ANTIGUO)
K76|414.00|ARTERIOSCLEROSIS CARDIACA
K76|414.00|ARTERIOSCLEROSIS CORONARIA SIN ANGINA
K76|414.00|ATEROESCLEROSIS CORONARIA
K76|414.10|ANEURISMA CARDIACO
K76|414.8|ISQUEMIA CORONARIA SILENTE
K76|414.8|MIOCARDIOPATIA ISQUEMICA
K77|428.0|INSUFICIENCIA CARDIACA CONGESTIVA
K77|428.0|INSUFICIENCIA CARDIACA DERECHA
K77|428.0|INSUFICIENCIA VENTRICULAR DERECHA
K77|428.1|ASMA CARDIACA
K77|428.1|EDEMA PULMONAR
K77|428.1|INSUFICIENCIA CARDIACA IZQUIERDA
K77|428.1|INSUFICIENCIA VENTRICULAR IZQUIERDA
K77|428.9|INSUFICIENCIA CARDIACA
K78|427.31|FIBRILACION AURICULAR, FA
K78|427.32|ALETEO AURICULAR, FLUTTER
K79|426.7|SINDROME WOLFF PARKINSON WHITE
K79|427.0|TAQUICARDIA SUPRAVENTRICULAR PAROXISTICA
K79|427.1|TAQUICARDIA VENTRICULAR PAROXISTICA
K79|427.2|TAQUICARDIA PAROXISTICA NE
K80|427.41|FIBRILACION VENTRICULAR
K80|427.42|ALETEO, FLUTTER VENTRICULAR
K80|427.60|EXTRASISTOLES
K80|427.60|LATIDO CARDIACO PREMATURO
K80|427.60|LATIDO ECTOPICO
K80|427.81|BRADICARDIA
K80|427.89|BIGEMINISMO
K80|427.89|SINDROME DEL SENO, RITMO CARDIACO
K80|427.9|ARRITMIA CARDIACA NE
K81|785.2|SOPLO ARTERIA RENAL
K81|785.2|SOPLO ARTERIAL NE
K81|785.2|SOPLO CARDIACO NE
K81|785.2|SOPLO CAROTIDEO
K81|785.2|SOPLO FUNCIONAL CARDIACO INOCENTE
K82|416.0|ARTERIOSCLEROSIS PULMONAR
K82|416.0|HIPERTENSION PULMONAR PRIMARIA
K82|416.9|COR PULMONALE CRONICO
K82|417.0|FISTULA ARTERIOVENOSA DE LOS VASOS PULMONARES
K82|417.1|ANEURISMA DE LA ARTERIA PULMONAR
K82|417.9|ENFERMEDAD VASOS PULMONARES
K83|424.0|ENFERMEDAD VALVULA MITRAL NO REUMATICA
K83|424.0|PROLAPSO MITRAL
K83|424.1|ENFERMEDAD VALVULA AORTICA NO REUMATICA
K83|424.2|ENFERMEDAD VALVULA TRICUSPIDE NO REUMATICA
K83|424.3|ENFERMEDAD VALVULA PULMONAR NO REUMATICA
K83|424.90|ENDOCARDITIS CRONICA
K83|424.90|ENFERMEDAD DE MULTIPLES VALVULAS NO REUMATICA
K83|424.90|ENFERMEDAD VALVULAR CARDIACA NO REUMATICA
K84|423.0|HEMOPERICARDIO
K84|423.1|PERICARDITIS ADHESIVA
K84|423.2|PERICARDITIS CONSTRICTIVA
K84|423.9|OTRA ENFERMEDAD DEL PERICARDIO
K84|425.1|MIOCARDIOPATIA HIPERTROFICA OBSTRUCTIVA
K84|425.4|CARDIOMIOPATIA, MIOCARDIOPATIA
K84|426.10|BLOQUEO AURICULOVENTRICULAR
K84|426.50|BLOQUEO DE RAMA
K84|426.89|OTRO TRASTORNO DE CONDUCCION ESPECIFICADO, CORAZON
K84|426.9|ALTERACION DE LA CONDUCCION, ENFERMEDAD CARDIACA
K84|427.5|PARO CARDIACO
K84|429.3|CARDIOMEGALIA
K84|429.9|OTRA ENFERMEDAD CARDIACA
K84|861.00|TAPONAMIENTO CARDIACO (TRAUMATICO)
K85|401.9|HTA LABIL, HIPERTENSION ARTERIAL
K85|401.9|HTA TRANSITORIA, HIPERTENSION ARTERIAL
K85|401.9|TENSION/PRESION ARTERIAL ELEVADA SIN DIAGNOSTICO DE HTA
A01|780.9|DOLOR CRONICO GENERALIZADO
A01|780.9|DOLOR GENERALIZADO
A01|780.9|DOLOR/ES MULTIPLE/S
A02|780.6|ESCALOFRIOS, TIRITONA
A03|780.6|FIEBRE DE ORIGEN DESCONOCIDO
A03|780.6|FIEBRE, FEBRIL, PIREXIA
A03|780.6|HIPERTERMIA
A04|323.9|ENCEFALOMIELITIS MIALGICA
A04|780.71|SINDROME DE FATIGA CRONICA
A04|780.79|AGOTAMIENTO
A04|780.79|CANSANCIO GENERAL, DEBILIDAD, ASTENIA
A04|780.79|FATIGA
A04|780.79|LASITUD
A04|780.79|LETARGIA
A04|780.79|MALESTAR INESPECIFICO, GENERALIZADO
A04|780.79|SINDROME DE FATIGA POSTVIRAL
A05|780.79|DETERIORO GENERAL
A05|780.79|INDISPOSICION
A05|780.79|SENSACION DE ENFERMEDAD/DE ESTAR ENFERMO
A05|780.79|SENTIRSE ENFERMO, MAL
A06|780.2|COLAPSO, SHOCK (CHOQUE)
A06|780.2|CUADRO VASOVAGAL
A06|780.2|LIPOTIMIA, DESMAYO
A06|780.2|PERDIDA DE CONCIENCIA, DE CONOCIMIENTO, SINCOPE
A07|780.01|COMA
A07|780.09|ESTUPOR
A08|229.9|BULTO, MASA NE
A08|527.2|MASA O INFLAMACION GLANDULA SALIVAL LOCALIZADA
A08|782.2|INFLAMACION NE
A09|780.8|HIPERHIDROSIS, SUDOR, SUDORACION EXCESIVA
A09|780.8|SUDOR, PROBLEMA DE SUDORACION
A09|780.8|SUDORACION NOCTURNA
A10|459.0|HEMORRAGIA, SANGRADO NE
A11|786.50|DOLOR TORAX, TORACICO NE
A21|89.09|ANTECEDENTE FAMILIAR, CANCER
A21|89.09|OTRO FACTOR DE RIESGO PARA CANCER NE
A29|386.9|SENSACION DE INESTABILIDAD
A29|780.9|DOLOR INESPECIFICO
A29|780.9|OTRO SIGNO/SINTOMA GENERAL
A29|781.2|LENTITUD
A29|924.9|CAIDA
A70|010.90|TUBERCULOSIS, TBC (TODAS LAS FORMAS CUALQUIER LOCALIZACION)
A70|011.90|TUBERCULOSIS, TBC, PULMONAR
A70|012.00|DERRAME PLEURAL/PLEURITIS/PLEURESIA POR TBC, TUBERCULOSIS
A70|016.50|ORQUITIS TUBERCULOSA
A70|137.0|TUBERCULOSIS, TBC, EFECTO TARDIO
A71|055.71|QUERATITIS SARAMPIONOSA
A71|055.8|COMPLICACION DEL SARAMPION
A71|055.9|SARAMPION
A72|052.8|COMPLICACIONES DE LA VARICELA
A72|052.9|VARICELA
A73|084.6|PALUDISMO, MALARIA
A73|084.9|COMPLICACION DEL PALUDISMO, MALARIA
A74|056.8|COMPLICACION DE LA RUBEOLA
A74|056.9|RUBEOLA
A75|075|FIEBRE GLANDULAR
A75|075|MONONUCLEOSIS INFECCIOSA (S. VIRAL DE EPSTEIN BARR)
A76|057.8|EXANTEMA SUBITO
A76|057.9|OTRA ENFERMEDAD VIRAL, VIROSIS, VIRIASIS CON EXANTEMA
A76|078.4|AFTOSIS VIRIASICA
A76|782.1|EXANTEMA/ERITEMA CON FIEBRE
A77|051.9|VACUNA Y PARAVACCINIA
A77|060.9|FIEBRE AMARILLA
A77|061|DENGUE
A77|065.9|FIEBRE HEMORRAGICA PORTADA POR ARTROPODOS
A77|066.9|INFECCION POR ARBOVIRUS
A77|066.9|OTRA ENFERMEDAD VIRAL PORTADA POR ARTROPODOS
A77|071|RABIA
A77|079.2|INFECCION POR COXSACKIE
A77|079.99|ENFERMEDAD INFECCION VIRAL, VIROSIS, VIRIASIS NE
A77|080|TIFUS EXANTEMATICO POR PIOJOS
A78|020.9|PESTE
A78|021.9|TULAREMIA
A78|022.9|ANTRAX, CARBUNCO
A78|023.9|BRUCELOSIS
A78|023.9|FIEBRE EXANTEMATICA MEDITERRANEA
A78|024|MUERMO
A78|026.9|FIEBRE POR MORDEDURA DE RATA
A78|030.9|LEPRA
A78|034.1|ESCARLATINA
A78|036.9|OTRA INFECCION MENINGOCOCICA
A78|038.9|SEPTICEMIA
A78|039.9|ACTINOMICOSIS
A78|040.89|OTRA ENFERMEDAD BACTERIANA
A78|041.81|INFECCION POR MICOPLASMA
A78|073.9|ORNITOSIS (POR CHLAMYDIA PSITTACI)
A78|080|TIFUS (EPIDEMICO) PORTADO POR PIOJO
A78|081.9|OTRO TIFUS
A78|082.9|RICKETTSIOSIS PORTADAS POR GARRAPATAS
A78|083.0|FIEBRE Q
A78|083.9|OTRA RICKETTSIOSIS
A78|086.9|TRIPANOSOMIASIS
A78|087.0|FIEBRE RECURRENTE POR PIOJOS
A78|087.1|FIEBRE RECURRENTE POR GARRAPATAS
A78|088.81|ENFERMEDAD DE LYME
A78|088.9|OTRA ENFERMEDAD PORTADA POR ARTROPODOS
A78|099.9|OTRA ENFERMEDAD DE TRANSMISION SEXUAL, ETS, VENEREA NE
A78|100.9|LEPTOSPIROSIS
A78|114.9|COCCIDIOIDOMICOSIS
A78|115.90|HISTOPLASMOSIS
A78|117.9|OTRA MICOSIS
A78|118|MICOSIS OPORTUNISTA
A78|130.9|TOXOPLASMOSIS
A78|136.9|INFECCION SIN LOCALIZAR
A78|136.9|OTRA ENFERMEDAD INFECCIOSA/NE
A78|136.9|OTRA ENFERMEDAD PARASITARIA/NE
A79|198.89|METASTASIS DE ORIGEN DESCONOCIDO
A79|198.89|NEOPLASIA M SECUNDARIA DE ORIGEN DESCONOCIDO
A79|199.0|CARCINOMATOSIS, NEOPLASIA M (ORIGEN DESCONOCIDO)
A80|922.1|TRAUMATISMO COSTAL, COSTILLAS
A80|924.8|ACCIDENTE DE TRAFICO
A80|924.9|OTRO ACCIDENTE, LESION NE
A80|924.9|TRAUMATISMO NE
A81|862.8|LESION INTERNA DE TORAX
A81|867.8|LESION INTERNA DE PELVIS
A81|868.00|LESION INTERNA ABDOMEN
A81|869.0|LESION/ES DE MULTIPLES ORGANOS
A81|869.0|LESION/ES INTERNA/S NE
A81|924.8|POLITRAUMATISMO NE (CON/SIN LESION INTERNA)
A81|924.8|TRAUMATISMO MULTIPLE
A82|709.2|CICATRIZ SECUNDARIA A TRAUMATISMO
A82|906.3|OTRO EFECTO SECUNDARIO TARDIO DE TRAUMATISMO
A84|977.9|EFECTO TOXICO/INTOXICACION POR MEDICAMENTO A DOSIS ERRONEA
A84|977.9|ENVENENAMIENTO POR MEDICAMENTO
A84|977.9|SOBREDOSIS POR MEDICAMENTO
A85|995.2|ACNE POR MEDICAMENTO A DOSIS CORRECTA
A85|995.2|ALERGIA FARMACO, MEDICAMENTO
A85|995.2|ANAFILAXIA POR MEDICAMENTO EN DOSIS CORRECTA
A85|995.2|COLITIS POR ANTIBIOTICOS A DOSIS CORRECTA
A85|995.2|EFECTO ADVERSO FARMACO, MEDICAMENTO DOSIS CORRECTA (RAM)
A85|995.2|EFECTO ADVERSO INMUNIZACION VACUNA
A85|995.2|EFECTO SECUNDARIO MEDICAMENTO A DOSIS CORRECTA
A85|995.2|GOTA POR MEDICAMENTO A DOSIS CORRECTA
A85|995.2|HIPOTENSION POR MEDICAMENTO A DOSIS CORRECTA
A86|984.9|INTOXICACION POR PLOMO
A86|985.0|INTOXICACION POR MERCURIO
A86|986|INTOXICACION POR MONOXIDO DE CARBONO
A86|989.5|EFECTO TOXICO, INTOXICACION POR ANIMAL VENENOSO
A86|989.5|MORDEDURA ANIMAL, TOXICA, VENENOSA
A86|989.5|PICADURA DE INSECTO (TOXICA)
A86|989.9|EFECTO TOXICO, INTOXICACION SUSTANCIA NO MEDICAMENTOSA
A86|989.9|INTOXICACION POR PLANTAS
A86|989.9|INTOXICACION POR PRODUCTO INDUSTRIAL
A87|457.0|SINDROME LINFEDEMA POSTMASTECTOMIA
A87|519.00|COMPLICACION DE TRAQUEOSTOMIA
A87|990|COMPLICACION DE RADIOTERAPIA, RADIACION
A87|995.0|SHOCK, CHOQUE ANESTESICO
A87|995.20|REACCION A INMUNOTERAPIA (COMPLICACION TRATAMIENTO MEDICO)
A87|998.11|COMPLICACION DE HERIDA QUIRURGICA, HEMORRAGIA
A87|998.3|COMPLICACION DE HERIDA QUIRURGICA, DEHISCENCIA
A87|998.59|COMPLICACION DE HERIDA QUIRURGICA, INFECCION
A87|998.9|OTRA COMPLICACION DE HERIDA QUIRURGICA
A87|999.39|ABSCESO GLUTEO SECUNDARIO A INYECCION IM
A87|999.8|REACCION A TRASFUSION SANGUINEA
A87|999.9|OTRA COMPLICACION DE CUALQUIER TRATAMIENTO MEDICO
A88|307.45|TRASTORNO POR EL CAMBIO DE HUSO HORARIO (JET LAG)
A88|990|OTRO EFECTO ADVERSO POR RADIACION (NO MEDICA)
A88|991.5|EFECTO ADVERSO POR FRIO, SABAÑONES
A88|991.9|EFECTO ADVERSO POR FRIO, CONGELACION
A88|991.9|OTRO EFECTO ADVERSO POR FRIO
A88|992.0|GOLPE DE CALOR
A88|992.9|OTRO EFECTO ADVERSO POR CALOR
A88|992.9|OTRO EFECTO ADVERSO POR LUZ
A88|993.9|OTRO EFECTO ADVERSO POR LA PRESION ATMOSFERICA
A88|994.0|OTRO EFECTO ADVERSO POR RAYOS (TORMENTA)
A88|994.1|AHOGAMIENTO
A88|994.6|MAREO CINETICO, POR MOVIMIENTO
