AUI|CODE|STR|ISPREF
B03287230A|A99.924|.TIROIDES|N
B11437007A|S16.14|CONTUSION DE MANO DCHA-|N
B11391824A|K94.15|TVP  MID.|N
B03194425A|R76.5|AMIGDALITIS AGOSTO/DICIEMBRE|N
B00160067A|A28.1|. MANTENIMIENTO INEFECTIVO DE LA SALUD|N
B08994314A|P81.1005|HIPERACTIVO, TRASTORNO|N
B02395556A|S74.3|DERMATITIS FUNGICA|N
B11435909A|A99.921|PIEL......|N
B11411375A|K04.10|TAQUICARDIA ''|N
B00030371A|L79.6|DISTENSION, ESGUINCE  HOMBRO|N
B00200883A|K90.48|TROMBOSIS CEREBRAL (ICTUS) 1991|N
B05115653A|L75.4|FRACTURA ACETABULO IZQ CADERA NC|N
B00632416A|R99.39|RINITIS ALERGICA-RINITIS PERENNE|N
B04595084A|S88.25|DERMATITIS PERIORAL *NC|N
B00040232A|R77.7|TRAQUEITIS.|N
B02931914A|F02.7|IRRITACION IRRITABLE OJO|N
B02602096A|L03.10|LUMBALGIA (EN EMBARAZO)|N
B08826026A|T93.6|HIPERTRIGLICERIDEMIA ++++|N
B11386316A|S16.19|CONTUSION DE RODILLA - DCHA|N
B11407499A|S19.1|OTRA  LESION  DE LA PIEL NE|N
B11411380A|K04.10|-TAQUICARDIA NC|N
B07391573A|K76.12|I.A.M. 80AÑOS|N
B11393723A|S87.2|DERMATITIS  FLEXURAL  NC|N
B02593216A|A72.1|VARICELE|N
B08670979A|A03.1|)FIEBRE.|N
B00022191A|H86.15|HIPOACUSIA OD|N
B00044515A|S74.11|TIÑA CORPORIS.|N
B00014254A|D72.7|HEPATITIS VIRAL  C.|N
B04271967A|L73.3|FRACTURA  DE TOBILLO IZQUIERDO|N
B00025172A|K86.3|HTA (NO COMPL.).......................|N
B08822314A|T86.4|***** HIPOTIROIDISMO PRIMARIO|N
B08771706A|P17.10|EX.-FUMADORA|N
B08819361A|F91.8|ASTIGMATISMO-  MIOPIA|N
B04566106A|L87.30|TENDINITIS NC DE DE QUERVAIN IZQUIERDO|N
B00024100A|K78.5|AC X FA  PAROXISTICA|N
B00210072A|A91.24|HIPERTRANSAMINASEMIA NC|N
B04699094A|W84.23|EMBARAZO COMPLICADO POR PLACENTA IMPLANTACION BAJA ;|N
B06237916A|K76.5|IAM ANTIGUO (NECROSIS INFEROR)|N
B01042500A|S75.1|CANDIDIASIS  UÑA|N
B00036277A|P76.15|DEPRESION CON  ANSIEDAD|N
B00008136A|A01.3|SAR.DOLOR NC|N
B00026879A|L03.9|LUMBALGIA (CRONICA|N
B00006432A|U04.1|ENURESIS (PSICOGENA) ORGANICA|Y
B11382294A|N95.1|CEFALEA, NC POR TENSION|N
B00014399A|D70.26|SUAP .GEA (GASTROENTERITIS INFEC. INESP.)|N
B11375479A|F91.7|ASTIGMATISMOS, HIPERMETROPIA|N
B02111610A|K83.1010|ESTENOSIS AORTICA SEVERA*|N
B08595634A|K90.48|INFARTO CEREBRAL(2009)|N
B00359172A|D20.30|LABIOS HERIDA|N
B10837577A|K76.5|CARDIOPATIA ISQUEMICA (INFARTO) INF. ANTIGUO|N
B08634379A|T93.20|HIPERTRIGLICERIDEMIA -HIPERCOLESTEROLEMIA|N
B01851539A|U71.5|DISURIA +ITU|N
B11378228A|D89.22|HERNIAS INGUINALES    (INTERVENIDA BILATERAL)|N
B02551049A|L98.6|HALLUX VALGUS. - IZQUIERDO/A|N
B00004578A|P22.4|FOBIA A LA ESCUELA|Y
B08758829A|F72.3|/ ORZUELO|N
B01339796A|S88.32|ECCEMA  DISHIDROTICO  MANOS|N
B01005692A|S10.13|FOLICULITIS  EN BARBA|N
B02853329A|B84.2|LEUCOCITOS (ANORM.)|N
B04124634A|R76.6|AMIGDALITIS AGUDA.- URG.|N
B11426020A|S88.-1|DERMATITIS, NC / PIE|N
B00013273A|D12.18|**ESTREÑIMIENTO|N
B04127969A|L77.1|DISTENSION ESGUINCE TOBILLO  IZQUIERDO|N
B00048115A|T91.18|VITAMINAS DEFICIENCIA ( B12)|N
B00183552A|D84.12|ESOFAGO DE BARRETT.|N
B11403649A|L98.26|INTERVENIDA DE HALLUX VALGUS.|N
B11419240A|T81.8|BOCIO , MULTINODULAR NORMOFUNCIONANTE|N
B09066526A|N08.10|TEMBLOR -SENIL|N
B03064365A|H71.998|AMIGDALITIS / OTITIS MEDIA AGUDA|Y
B00064694A|R21.11|DOLOR AMIGDALAR|N
B11374293A|K86.5|HTA***|N
B02370302A|N87.18|PARKINSON/PARKINSONISMO|N
B00592988A|N88.999|PEQUEÑO MAL|N
B02382320A|F05.16|DISTUR./ALTER. VISION - DERECHO|N
B11390578A|S09.3|INFECCION  DEDO MANO.|N
B04327263A|T81.4|TIROIDES NODULO ////////////////////////|N
B00052705A|X86.1|PAPANICOLAU FROTIS  ANORMAL|N
B00027897A|L13.41|COXALGIA BILATERAL|N
B11378482A|H86.14|HIPOACUSIA *NEUROSENSORIAL BILATERAL*|N
B00061282A|A81.13|TRAUMATISMO EN EXTREMIDAD INFERIOR|N
B00050867A|W78.3|2º  EMBARAZO CONFIRMADO DESEADO|N
B02502726A|L16.2|DOLOR TOBILLO /IZDO|N
B11380668A|N93.7|SIND TUNEL CARPIANO IZDA|N
B09388119A|S16.19|CONTUSION RODILLA   IZQDA|N
B09031039A|D91.4|HERNIA NC/HERNIA EPIGASTRICA|N
B00027572A|L10.2|SIGNOS Y SINTOMAS DEL CODO|N
B07548990A|K90.49|A.I.T. EN 2000|N
B00284162A|L92.10|TENDINITIS  DEL HOMBRO|N
B11439218A|L76.22|(FX COCCIX)|N
B11420072A|N89.1|CEFALEA, NC  - MIGRAÑA|N
B02261122A|R84.2|NEOPLASIA MALIGNA PULMON****|N
B01611167A|L73.1|FRACTURA PERONE DCHA.|N
B01490820A|D19.21|EXTRACCION  DENTAL.|N
B11436978A|L76.3|FRACTURA CLAVICULA  DER|N
B01498018A|K95.31|VARICES EXTREMIDADES INFERIOR DERECHA|N
B02569469A|N91.2|FACIAL IZ, PARALISIS|N
B08551091A|H71.2|OTITIS MEDIA AGUDA (OMA) IZQUIERDA|N
B09254106A|Y79.7|.......NEOPLASIA PROSTATA|N
B08677989A|S18.4|, HERIDA INFECTADA.|N
B11398805A|F16.9|EDEMAS, PALPEBRAL NC|N
B00033062A|N08.5|TEMBLOR ( ESENCIAL)|N
B11424410A|U99.10|INSUFICIENCIA RENAL CRONICA ***    **   ***   ***|N
B04571312A|T10.13|TALLA BAJA PARA LA FAMILIA|N
B04261516A|S24.2|HIRSUTISMO ; HIRSUTISMO|N
B03272091A|Y81.4|PREPUCIO  ( ADHERENCIAS)|N
B00025751A|K90.1|____________ICTUS   @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|N
B02476648A|A92.23|ALERGIA ALIMENTARIA,  HUEVO|N
B02265181A|S18.4|LACERACION, HERIDA  PIERNA IZQ|N
B02518874A|L89.1|ARTROSIS CADERA, COXARTROSIS -IZQUIERDA|N
B09251384A|B82.14|ANEMIA. A ESTUDIO...|N
B01417666A|K94.17|TROMBOSIS VENOSA PROFUNDA INR2-3|N
B11397688A|L02.5|DOLOR  ESPALDA)|N
B02453574A|X99.23|POLIPO ENDOMETRIOSICO|N
B02877378A|L74.3|FRACTURA MANO MANO DERECHA|N
B11431577A|K90.1|ICTUS A LAS A|N
B01951397A|K78.7|FIBRILACION AURICULAR CRONICA,|N
B11371488A|K74.191|-------------> CARDIOPATIA ISQUEMICA (CON ANGINA)|N
B08845540A|A92.14|ALERGIA .REACCION|N
B09348502A|S93.2|QUISTE  EPIDERMICO NC|N
B01848809A|D11.1|URGENCIA. DIARREA NC|N
B00801269A|L02.13|*LUMBOSACRALGIA|N
B00035945A|P74.2|NEUROSI D' ANSIETAT NC|N
B08849920A|W01.4|DESEO DE EMBARAZO EMBARAZO +|N
B09322631A|R05.1|TOS, EXPECTORACION (AG./CRO.)/ FIEBRE|N
B00039876A|R75.3|RINOSINUSITIS (AGUDA)|N
B11412088A|Y06.4|SINTOMA/QUEJA/SIGNO PROSTATA|N
B01947480A|N01.7|*CEFALEA MIXTA|N
B00012717A|D01.5|URG. ABDOMEN DOLOR|N
B11436881A|D11.23|DEPOSICIONES SUELTAS.|N
B08713490A|Y06.3|PROBLEMA PROSTATA- DE|N
B11428513A|D92.5|DIVERTICULOSIS SIGMA*|N
B08716918A|K78.9|ARRITMIA COMPLETA.FIBRILACION AURICULAR|N
B04373916A|L03.13|DOLOR  SACRO-ILIACAS|N
B11392825A|L74.8|FRACTURA DE ESCAFOIDE DERECHO|N
B08647257A|U79.4|TUMOR  DE VEJIGA (VESICAL)|N
B08111655A|K90.48|ICTUS DE REPETICION A LOS 34AÑOS|N
B00078590A|L54.7|FERULA DE YESO|N
B08574607A|A97.8|_NC SANO|N
B11420219A|K90.14|TROMBOSIS CEREBRAL (ICTUS) .|N
B00004105A|N19.8|DISARTRIA|Y
B08705147A|F99.27|EPISCLERITIS  IZQUIERDO/A|N
B11389660A|T91.14|DEFICIT VITAMINICO ....VIT D|N
B11371732A|F13.1|SENSACION ANORMAL OJO DERECHO|N
B00900614A|T99.35|INTOLERANCIA PROTEINA DE LECHE DE VACA|N
B02711290A|D19.2|URG; DOLOR DIENTES, MUELAS NC|N
B01979502A|L18.16|REUMA.|N
B00053112A|Y16.7|GINECOMASTIA MASCULINA - AMBOS/AS|N
B03089447A|F73.10|QUERATITIS POR ACTINICA|N
B11392290A|Y02.2|TESTICULO DCHO(DOLOR)|N
B03228469A|H71.2|OTITIS MEDIA (AGUDA)== URG|N
B00549462A|R23.2|DISFONIAS|N
B11431310A|U05.4|INCAPACIDAD ORINAR , ORINA.|N
B11426121A|D90.1005|HERNIA DIAFRAGMATICA NC HIATO|N
B11418611A|R96.11|ASMA (NE)  /DEL LACTANTE|N
B01994558A|R78.6|BRONQUITIS NE  ----------|N
B09333454A|W11.1|HORMONAL ANTICONCEPCION|N
B11392292A|L79.7|ESGUINCE MUÑECA   DERECHA|N
B02733217A|L75.4|FRACTURA ESPONTANEA DE CADERA DERECHA|N
B03052950A|K01.4|DOLOR , TORACICO ATIPICO|N
B09062928A|D75.1|NEOPLASIA MALIGNA COLON.METASTASIS HEPATICA|N
B09301339A|L74.5|FRACTURA METATARSO PIE  IZQUIERDO|N
B02321938A|K86.17|HTA IDIOPATICA NO COMPLICADA,|N
B04688678A|L84.3|ARTROSIS   DEFORMANTE COLUMNA|N
B01463527A|P76.15|SDRE. ANSIOSO DEPRESIVO|N
B00206541A|Y13.1|ESTERILIZACION MASCULINA VASECTOMIA.DESEA VASECTOMIA|N
B02230888A|T82.999|EXCESIVO PESO OBESIDAD|N
B11379339A|L13.2|DOLOROSO CADERA|N
B00042817A|S12.1|PICADURA (GARRAPATA|N
B11435624A|S02.3|PRURITO PIEL "PICORES"|N
B00712715A|A06.12|SINCOPE TUSIGENOS|N
B04244962A|T82.999|EXCESO , PESO (OBESIDAD)|N
B11369451A|R74.6|CVA=SUAP|N
B02360427A|L75.-1|LUXACION  CADERA DCHA Y FRACTURA DE COTILO|N
B00045138A|S86.3|DERMATITIS,/SEBORREICA|N
B11418633A|S91.1|PSORIASIS. ARTROPATIA ASOCIADA|N
B00018207A|F80.5|OBSTRUCCION DEL CONDUCTO LAGRIMAL EN EL ANC - AMBOS/AS|N
B00241461A|A06.11|SINCOPE VASODEPRESOR|N
B03176948A|N93.6|SINDR. DEL TUNEL DEL CARPO  BILATERAL|N
B09323126A|N06.4|INCREMENTO DE SENSIBILIDAD|N
B00046636A|T81.4|TIROIDES , NODULO|N
B00674064A|P76.15|ANSIEDAD /   DEPRESION|N
B08902380A|R74.6|IRA (INFECC.RESPIRATORIA)|N
B11426764A|T99.16|HASHIMOTO, ENFERM. DE ************************|N
B08322126A|K90.48|HEMORRAGIA CEREBRAL 2 MESES TRAS ICTUS|N
B04136900A|P76.15|>>>      ANSIEDAD CON DEPRESION   ----------------|N
B02204767A|L84.29|ARTROSIS  DE COLUMN.LUMBAR|N
B11373432A|T03.1|** APETITO DISMINUCION DEL|N
B01119596A|R96.-1|ASMA. POLINOSIS (FIEBRE DEL HENO)|N
B00126527A|Y74.5|ORQUITIS Y EPIDIDIMITIS ORQUIEPIDIDIMITIS|N
B02227793A|L92.10|TENDINITIS DE HOMBRO DERECHO.|N
B00384457A|L13.2|DOLOR CADERA- COXALGIA|N
B00024238A|K80.8|ARRITMIA CARDIACA, NC|Y
B01534512A|L12.5|DOLOR MANO  IZQUIERDO|N
B11439239A|D06.27|DOLOR  INGUINAL NC D|N
B11389910A|L12.8|DOLOR, DEDOS NC|N
B00015979A|D89.6|HERNIA INGUINAL NC I .Q.|N
B00986227A|Y06.3|PROBLEMA DE PROSTATA|Y
B00011867A|B34.5|HEMORRAGIA, SAGNAT NC TEMPS DE|N
B01615254A|S16.3|CONTUSION  CODO  DERECHO.|N
B09269105A|D98.999|COLELITIASIS /INTERVENIDA|N
B00015099A|D83.22|CANDIDIASI ORAL|N
B02896848A|K90.48|INFARTO PARIETALDERECHO DE ORIGEN ATEROTROMBOTICO 15-05-12|N
B01221246A|L77.1|DISTENSION, ESGUINCE DE TOBILLO IZQUIERDO|N
B03171242A|S18.4|CORTE (HERIDA) URG|N
B00051093A|W84.30|EMBARAZO  ALTO RIESGO|N
B08883593A|L13.3|SINTOMA,  SIGNO CADERA|N
B07862515A|S88.-1|DERMATITIS   PIERNA|N
B09135245A|N06.5|PARESTESIA **|N
B04377143A|D72.12|HEPATITIS C ; HEPATITIS CRONICA|N
B11434708A|X19.1|NODULOEN LA MAMA|N
B08619951A|U71.12|(ITU) RECURRENTE|N
B11413246A|S03.3|VERRUGA  ''''¡|N
B11362901A|K78.21|FIBRILACION AURICULAR INR.2-3|N
B04552538A|S77.1|CARCINOMA   BASOCELULAR|N
B11428731A|N08.5|ESENCIAL, TEMBLOR|N
B08759034A|P70.7|SENILIDAD. DEMENCIA SENIL|N
B02586908A|H02.1|, DISMINUCION DE LA  AUDICION.|N
B11387741A|U99.10|INSUFICIENCIA RENAL CRONIC LEVE.|N
B03016033A|S98.6|URTICARIA NC ALERGICA|N
B04186715A|N01.1|CEFALEA  ; CEFALEA|N
B00519778A|P20.27|DETERIORO  COGNITIVO  MODERADO|N
B00036266A|P76.15|DEPRESION -ANSIEDAD|N
B00034334A|P74.9|TRASTORNO ADAPTATIVO ANSIOSO|N
B00041936A|R97.8|ALERGIA.RINITIS|N
B01403555A|R07.6|OBSTRUCCIO NASAL NC|N
B11375701A|L04.9|DOLOR TORAX CARDIACO. ATIPICO|N
B08761187A|S02.4|PRURITO NC (GENERALIZADO)|N
B04188738A|Z04.9|PROBLEMA MIGRACION, INMIGRANTE: ****|N
B11429982A|L73.2|FRACTURA TIBIA .|N
B00036386A|P76.15|S.ANSIOSO-DEPRESIVO.|N
B11404731A|T93.5|HIPERCOLESTEROLEMIA (NC) ***|N
B02374743A|L01.5|CERVICOBRAQUIALGIAS|N
B11418893A|L15.21|GONALGIA (BILATERALES)|N
B00016162A|D90.1006|HERNIA HIATO   POR DESLIZAMIENTO|N
B00007013A|W84.13|AMENAZA DE PARTO PREMATURO|Y
B02158059A|H70.4|FORUNCULO DEL CAE|N
B11415258A|P70.1|DEMENCIA SENIL TIPO  ALZHEIMER|N
B01314889A|F99.26|DESPRENDIMIENTO  VITREO  POST|N
B08653627A|L75.4|FRACTURA CADERA DCHA(CLAVO)|N
B00075310A|X16.7|ULCERACION DE VULVA NEOM|N
B03237627A|K85.6|TENSION ARTERIAL ELEVADA NC|N
B00014633A|D75.1|NEOPLASIA MALIGNA DE COLON|Y
B03152938A|B50.4|TTO  SINTROM|N
B02379018A|A23.14|CAIDAS-RIESGO|N
B01610416A|Y85.1|ADENOMA PROSTATA, DE: PROSTATISMO|N
B00000672A|A91.9|ANORMAL PRUEBA SANGUINEA BIOQUIMICA SANGUIN. NC|Y
B03004261A|U95.1|LITIASIS RENAL DERECHA - DERECHO/A|N
B01975349A|S88.26|ECCEMA   DE CONTACTO  MANOS|N
B00313700A|S16.22|CONTUSION /COSTAL|N
B11429764A|L73.7|FRACTURA DE TIBIA Y PERONE - IZQUIERDO/A.|N
B00016675A|D97.6|HEPATITIS ALCOHOLICA*|N
B04236084A|S88.14|ECCEMA   EN CUERO CABELLUDO|N
B05368043A|S87.3|ECCEMA   ATOPICO NC|N
B00678328A|D97.33|QUISTES SIMPLES HEPATICO|N
B02099942A|F92.999|CATARATA '|N
B11426348A|L86.9|SINDROME DISCAL LUMBAR ***|N
B01821788A|L17.7|SINTOMA, QUEJA, SIGNO PIE NC - IZQUIERDO|N
B00018710A|F92.1006|CATARATA - DERECHO/A|Y
B02068913A|A92.21|ALERGIA AL ACARO|N
B00023889A|K78.21|FIBRILACION AURICULAR-2-3|N
B11438400A|S92.6|(MILIARIA RUBRA.)|N
B09039639A|R75.2|SINUSITIS  MAXILAR IZ.|N
B02310199A|X91.-1|CONDILOMA ACUMINADO FEMENINO - PAREJA|N
B04693167A|X08.-1|METRORRAGIA  PERIMENOPAUSICO|N
B01391572A|L91.9|RIZARTROSIS DERECHA.|N
B00814910A|K95.1|VARICES EXTREMIDADES INFERIORES -|N
B02880695A|U71.10|INFECCION VIAS URINARIAS NE|N
B11386777A|S16.17|CONTUSION DE PIE , IZDO|N
B11372265A|P74.4|TRASTORNO DE ANSIEDAD GENERALIZADA+|N
B02549960A|S89.1|DERMATITIS  DE PAÑAL|N
B00027875A|L13.4|COXALGIA  NC|N
B00030130A|L77.1|ESGUINCE  DE TOBILLO DERECHO|N
B08855022A|S16.3|GOLPE, VER  CONTUSIONES.|N
B01919993A|H81.3|TAP DE CERUM|N
B11377922A|A76.8|ENFERMEDAD PIE MANO BOCA)|N
B04893695A|K76.12|IAM ANTEROSEPTAL (2001, 2013)|N
B02277620A|L72.4|FRACTURA CUBITO Y RADIO- IZQUIERDO/A|N
B04318196A|L13.4|COXALGIA( IZQ)|N
B04724670A|L08.1|<<<<<   DOLOR HOMBRO - DERECHO/A   -----------|N
B08708571A|N01.1|***   CEFALEA|N
B11418469A|R96.1|ASMA ............|N
B00070597A|L98.17|PIE EN GARRA, ADQUIRIDO|N
B00014677A|D77.4|HEPATOCARCINOMA.|N
B02025087A|S08.1|DISCROMIA*|N
B02778089A|R06.1|SANGR. NC NASAL|N
B08940890A|H01.2|OTALGIA..(URG):|N
B04749814A|X99.25|CERVIX UTERINO|N
B00052639A|X84.1|VAGINITIS*|N
B00022005A|H82.3|ENFERMEDAD DE MENIERE|N
B01510309A|D89.18|HERNIA INGUINAL IZDA -INTERVENIDO|N
B00117561A|X18.1|DOLOR  MAMA IZDA NC|N
B11414992A|R90.4|AMIGDALAS  HIPERTROFICA|N
B11413140A|P17.1|ABUSO DE TABACO ;|N
B11418234A|L91.31|ARTROSIS DE MANO ARTROSIS|N
B05867703A|S88.27|DERMATITIS /ECCEMA DE CONTACTO (ALERGO)|N
B00034201A|P01.8|NERVIOS/|N
B04179462A|S16.14|CONTUSION MANO  DERECHO/A|N
B00080740A|W29.6|MELASMAS|N
B11398087A|A88.3|ENFERMEDAD VIAJES (, DE LOS NC|N
B00364840A|U71.5|INFECCION URINARIA ITU|N
B02361180A|L17.5|DOLOR  EN EL PIE|N
B04402142A|L77.1|ESGUINCE  DE TOBILLO  DERECHO|N
B11427277A|S99.7|ERITEME NODOSO|N
B00124493A|D89.18|HERNIA INGUINAL NC DCHO INTERVENIDO|N
B10645974A|K90.48|2005 ICTUS ISQUEMICO LACUNAR IZDO|N
B11434698A|D10.1|VOMITO....|N
B08557988A|K80.8|ARRITMIA CARDIACA...|N
B00051832A|X18.1|MAMA DOLOR/|N
B11391584A|L96.16|LESION DE MENISCO INTERNO DE RODILLA DERECHA*|N
B04220218A|R95.6|ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA (EPOC):LEVE|N
B01091466A|F73.55|CONJUNTIVITIS - DERECHO/A|N
B08603966A|D91.24|HERNIA UMBILICAL/IQ NC|N
B00039379A|R74.3|-FARINGITIS|N
B02482170A|A50.7|RECETA MEDICAMENTO|N
B11416201A|P74.3|ANSIEDAD-CRISIS-.|N
B01703042A|D09.3|NAUSEAS Y VOMITOS.|N
B08987916A|K92.41|NECROSIS  DEDO PIE.|N
B06748794A|H71.2|URG. OTITIS MEDIA AGUDA INESPECIFICA|N
B03102279A|T85.2|BOCIO, CON HIPERTIROIDISMO.|N
B02871289A|D89.22|HERNIA INGUINAL BILATERAL INTERVENIDA ; HERNIA INGUINAL|N
B00007621A|Y16.2|MASA, MAMARIA (MASCULINA) NC|Y
B11225023A|K76.5|INFARTO DE MIOCARDIO ANTIGUO 2002|N
B02983810A|S16.3|POLICONTUSION  ; CONT MULTIPLE (LUGAR NCOC) / POLICONTUSIONADO|N
B08919842A|L17.5|DOLOR NC (EN LOS PIES)|N
B08617547A|F93.1|GLAUCOMA ++++++++++++|N
B03257583A|H81.3|TAPON DE CERUMEN - OIDO IZQ|N
B00008660A|A05.5|MALESTAR, INESPECIFICO|N
B04499457A|R96.5|ASMA.EXTRINSECA.|N
B00035498A|P24.11|RETRASO  DEL LENGUAJE|N
B01846341A|S02.3|PRURITO  PIEL.|N
B11415770A|R97.8|RINITIS ALERGICA -****|N
B11427121A|K07.10|PIES  EDEMA|N
B11375881A|N89.10|MIGRAÑA CON AURA,|N
B02453807A|H03.5|OIDO  ZUMBIDO|N
B11379461A|L75.-1|DOLOR NC(FRACTURA CADERA)|N
B08819952A|A50.8|POLIMEDICADO ENERO * _ JULIO|N
B01392948A|F01.1|DOLOR  DE OJO NC|N
B01031491A|A97.5|****CONSULTA ******|N
B11377607A|A76.8|SINDROME BOCA MANO  PIE|N
B01666585A|A03.1|URG.....FIEBRE (FEBRIL)|N
B00872330A|L08.1|DOLOR HOMBRO DCHO ;|N
B01157960A|W78.4|EMBARAZO CONFIRMADO PARTO NORMAL|N
B11419362A|N01.1|DOLOR NC  CABEZA|N
B00044390A|S71.1|HERPES SIMPLE (LLAVI) (BOCA)|N
B01152227A|L75.4|FRACTURA CADERA - IZDA.   I.Q.|N
B11366167A|L85.4|ESCOLIOSIS ADQUIRIDA **    ****|N
B02006769A|P01.8|TENSION NERVIOSA|N
B01078407A|D98.1012|COLECISTITIS ( COLECISTECTOMIA)|N
B00202771A|N03.1|DOLOR  FACIAL NC|N
B11420208A|R84.2|*CARCINOMA PULMONAR|N
B11396122A|L16.2|DOLOR TOBILLO NC  (IZDO )|N
B00038720A|R74.6|SAR.,CATARRO|N
B00034253A|P01.8|NERVIOSISMO|N
B01526538A|D10.1|VOMITO .OBSERVACION|N
B05421094A|K76.5|IAM ANTIGUO INF SILENTE|N
B00767226A|S10.13|FOLICULITIS  DE  LA BARBA|N
B00645318A|R72.1|URG. -----AMIGDALITIS ESTREPTOCOCICA (ANGINAS)|N
B11420774A|N89.999|CEFALEA TIPO MIGRAÑA ,|N
B02497351A|P76.15|SDRE ANSIOSO-DEPRESIVO|N
B00033823A|N89.10|MIGRAÑA CON AURA|N
B11413879A|P19.6|ADICCION SUSTAN. ESPECIFICA, NC **|N
B02371238A|X03.2|DOLOR OVULACION|N
B08869344A|D91.3|HERNIA UMBILICAL (+++)|N
B11402064A|L74.6|FX. PIE IZQ.|N
B08038070A|K90.48|INFARTO LACUNAR (93, 97)|N
B00176162A|L14.7|DOLORES EEII|N
B09331969A|A50.8|POLIMEDICADO ( JUNIO)|N
B04367175A|X77.4|CARCINOMA ENDOMETRIAL.|N
B01249447A|H03.8|PITIDO EN OIDO|N
B11379599A|L75.1001|PROTESIS DE CADERA DERECHA POR FX SUBCAPITAL|N
B01859285A|L76.6|FRACTURA DE HUMERO IZDO.|N
B01371726A|L76.26|FRACTURA DE SACRO.|N
B11398664A|K07.5|EDEMA  MMII -|N
B04824238A|K76.12|IAM INFERIOR EN 1997 CON FE DEL 40%.|N
B05577554A|A85.14|ALERGIA A  LA PENICILINA|N
B11370969A|D04.1|DOLOR ANAL,NC|N
B04688409A|F05.16|ALTERACION VISUAL:|N
B00027830A|L13.2|DOLOR CADERA NC - AMBOS/AS|N
B09278722A|F92.1005|CATARATA SENIL IZ.|N
B00253968A|L83.5|RADICULAR, SINDROME MIEMBROS SUPERIORES|N
B00353777A|P80.9|TRASTORNO ESQUIZOIDE DE LA PERSONALIDAD|Y
B09125599A|R95.-1|ENFERMEDAD EPOC/REAGUDIZACIONES|N
B00574781A|D97.13|QUIST HEPATICO|N
B01759178A|R90.10|HIPERTROFIA ADENOIDES, Y AMIGDALAR|N
B00957596A|K07.3|TOBILLO EDEMA IZQ.|N
B02815309A|R97.13|RINITIS  PROBABLEMENTE ALERGICA|N
B00004826A|P80.9|TRAST. PERSONALITAT ESQUIZOIDE|N
B00008638A|A04.7|LAXITUD (GENERALITZADA)|N
B11378002A|K04.1|BRADICARDIA ****|N
B08590157A|T99.25|HIPERPROLACTINEMIA*)|N
B06702093A|R96.19|ASMA MODERADA,|N
B00047077A|T82.999|OBESITAT IMC|N
B08774443A|L75.2|FRACTURA CADERA IZDA  NC/ FX. SUBTROCANTEREA|N
B00063368A|Z16.2|SINDROME DE NIÑ?O MALTRATADO|N
B01929802A|K80.15|ARRITMIA CARDIACA, NC.MARCAPASOS|N
B10511811A|K76.12|C ISQUEMICA ESTABLE. IAM 1982|N
B00046789A|T82.13|OBESIDAD IMC =30|N
B00000183A|A29.8|CAIDA ACCIDENTAL|Y
B00036904A|R04.6|NADO VIU DISTRES RESPIRATORI|N
B01297907A|T92.2|/ARTRITIS  GOTOSA|N
B00486905A|L86.20|HERNIA DISCAL/L4-L5|N
B00804641A|A97.994|COMIDA|N
B11406580A|K83.17|MITRAL   INSUFICIENCIA|N
B09343822A|R97.8|ALERGIA RINITIS (FBR. DEL HENO)+++++|N
B11382794A|F92.8|IQ: CATARATA DE OI|N
B00039994A|R76.4|AMIGDALITIS VIRICA)|N
B04270015A|L15.1|DOLOR RODILLA IZQ  MUSCULO ESQUELETI NC|N
B08390664A|K76.5|IAM ANTIGUO (2000)|N
B03277701A|S16.3|CONTUSIONES COSTAL IZDA.|N
B02426368A|D89.6|HERNIA INGUINAL- INTERVENIDA|N
B11366165A|L85.4|ESCOLIOSIS ADQUIRIDA **|N
B08627461A|S99.24|GRANULOMA ANULAR++++++++++++++++++++|N
B00650801A|L87.38|TENDINITIS EN  MUÑECAS|N
B11372024A|T08.7|ANORMALIDAD PERDIDA PESO|N
B04207362A|U71.10|INFECCIONES URINARIAS.|N
B08752038A|K85.1|TA  ELEVADA SIN HIPERTENSION|N
B01254519A|L01.1|CERVICALGIA ; CERVICALGIA|N
B00562037A|L01.6|DORSALGIA,CERVICALGIA|N
B00617586A|L87.2|QUISTE SINOVIAL - IZDA|N
B00593129A|K90.21|INFARTO  CEREBELOSO|N
B04723907A|L13.10|TROCANTERITIS    BILATERAL|N
B01029967A|U71.5|URGENCIAS: ITU (INFECC. TRACTO URINARIO)|N
B00546046A|N93.2|SDRE TUNEL CARPIANO.|N
B11364334A|D01.5|ABDOMINAL DOLOR********|N
B00044791A|S79.35|PAPILOMA  PLANTAR|N
B04565040A|D98.8|COLELITIASIS....COLECISTECTOMIA|N
B11411151A|L91.23|POLIARTROSIOS|N
B08666842A|L02.5|DORSALGIAS.|N
B03093189A|A92.1|ALERGA|N
B11424191A|S88.1|DERMATITIS,  POR CONTACTO|N
B00044677A|S77.1|BASOCELULAR, CARCINOMA  PIEL|N
B01276214A|S97.1|ULCERA SACRA , ULCERACION DECUBITO|N
B11409733A|L03.12|TRAUMATISMO: LUMBALGIA|N
B11406424A|L16.3|INFLAMACION, TOBILLO (TRAUMATICA) IZDA. NC|N
B11418724A|H81.3|TAPON DE CERUMEN BILATERALES .|N
B00107372A|R23.6|DISFONIA   CRONICA|N
